age,income,balance,city,has_credit_card,target
74,71422,2180,A,0,1
78,8510,2676,A,1,1
59,49559,2315,A,0,1
25,72437,2686,C,1,1
41,46266,2651,B,1,0
33,64581,-658,A,0,1
66,57023,2955,C,1,1
43,56833,993,C,1,1
44,44574,356,A,1,1
54,25668,343,C,1,1
21,27569,2650,A,0,1
67,64187,1666,A,1,1
41,50389,-523,A,1,1
36,47230,2717,C,1,1
53,41522,-159,B,1,1
77,43896,2210,A,1,1
56,70938,2358,C,0,1
27,43295,3328,A,0,1
42,23179,4673,B,0,0
35,64873,-47,B,0,1
36,45902,1921,A,0,0
53,50628,1585,A,0,1
27,82152,2651,C,1,1
50,49589,2324,A,1,0
72,55784,1471,B,1,0
67,26422,1339,B,1,1
22,45607,325,B,0,1
64,62191,3482,A,1,1
66,18893,2689,A,1,0
52,54017,3377,A,0,1
61,52016,1534,C,1,1
51,50826,1015,A,0,1
50,70743,383,A,0,1
72,56689,2538,C,0,0
38,79561,440,B,1,1
34,30128,4773,A,1,0
39,52718,39,C,1,1
65,51689,2410,B,1,1
54,28615,4350,A,0,0
32,69126,2899,A,1,1
52,96493,2264,B,1,0
45,49660,547,B,0,1
24,60100,-73,A,1,1
49,51690,3155,A,0,0
28,35728,4259,A,0,0
27,13585,1342,B,1,0
26,35885,291,A,1,1
31,22161,-1687,A,1,1
30,84082,529,B,1,1
78,47698,1830,B,0,0
74,43082,4399,B,1,0
79,67783,3010,A,1,1
42,27565,2458,A,1,1
19,34663,1400,A,1,1
52,51361,1125,C,1,1
24,70575,4108,B,1,1
38,60034,2301,A,1,1
35,54967,-1154,A,1,1
20,51562,990,B,1,1
59,58005,713,B,0,1
71,54033,1181,A,1,1
78,29401,2844,C,1,1
56,50922,1839,B,1,0
58,28526,1885,B,1,1
66,51622,3970,C,0,1
28,40387,955,B,0,1
56,100788,4796,B,0,0
41,49202,993,C,0,1
77,21915,2134,A,1,1
63,47316,1578,A,0,0
36,60387,2185,C,1,1
21,83467,2667,B,1,1
43,38211,2651,C,0,1
55,18351,870,A,0,0
59,66337,316,B,1,1
49,22388,5755,A,0,0
56,41277,1274,B,0,1
62,44848,3049,A,1,1
63,48607,-411,A,1,0
53,63783,1581,A,1,1
57,36327,1809,B,0,1
54,44525,2709,A,0,0
50,49715,-2084,A,1,1
53,52992,2249,A,1,1
20,51957,275,A,1,1
26,58720,2487,C,0,1
25,66877,446,A,0,1
50,57853,717,A,0,1
76,59072,1590,C,1,1
23,18356,422,B,0,1
58,51005,1287,B,1,1
56,59590,210,B,0,1
21,64579,-750,C,1,1
30,36153,3527,A,0,1
66,36819,56,C,1,1
77,38518,1732,C,0,0
19,60728,3129,B,1,0
77,70678,1078,B,1,1
22,41851,762,B,0,0
61,68159,2339,A,1,0
44,52470,3677,A,1,1
49,47514,246,C,1,1
38,45772,1775,B,1,0
25,64932,-599,A,1,1
55,56512,1410,B,0,1
25,95517,2051,B,0,1
67,32956,718,A,1,1
20,60362,1315,B,1,1
71,39416,-112,B,0,1
61,32614,2116,A,1,1
78,49783,3584,C,0,1
75,52747,354,A,1,1
20,108363,1066,A,1,1
39,46317,2754,A,1,1
23,27396,3818,B,0,1
19,55460,-240,A,1,1
40,8507,1747,A,1,0
61,48161,2425,C,1,1
19,50321,1847,A,0,1
55,65892,-1715,B,1,1
34,69472,2752,B,1,1
52,39929,4279,C,1,1
51,46988,2175,B,1,1
40,34678,453,A,1,1
47,27439,1230,A,0,1
69,56198,4655,C,1,0
25,24528,3365,C,1,1
39,41707,2960,A,0,1
61,30097,2535,B,1,0
75,60994,1008,A,0,1
53,86029,1699,C,0,1
22,23968,1883,C,1,0
30,12940,2824,C,1,0
46,47502,4263,C,1,1
48,50314,3678,C,1,1
64,54373,-129,A,1,1
74,41074,2336,C,1,1
72,45987,3105,B,1,1
33,57350,2928,C,1,1
59,70809,1056,B,1,1
79,10899,6371,A,0,0
47,42621,84,B,1,1
74,54276,375,B,1,1
72,31640,2350,A,1,1
33,84623,5175,A,1,0
29,37292,746,B,0,1
34,49174,1601,A,1,1
33,61120,3616,A,0,1
29,38174,1973,A,0,0
25,13069,1498,C,1,1
37,41427,2848,B,1,1
20,70589,2409,A,1,1
33,43262,3546,B,0,0
47,33071,3937,B,1,0
62,68513,2461,A,1,0
40,43385,2438,A,0,1
45,39797,2321,B,0,1
68,52989,2734,A,0,1
57,65415,2083,B,1,1
71,97634,1999,A,1,1
22,66545,3795,A,1,0
37,73197,4274,C,1,0
57,39881,-261,A,1,1
73,29483,2015,B,1,0
61,51247,967,A,1,1
18,52143,1534,A,1,0
74,28430,2604,A,1,0
47,46494,3004,A,1,1
38,57986,1832,A,0,0
37,57208,-870,A,0,1
23,60086,552,B,1,1
39,55819,3345,B,0,0
35,39860,-2111,A,1,1
25,39722,3781,C,1,0
56,26021,2782,A,0,0
49,85696,3974,A,1,1
50,50269,1702,B,1,1
70,45503,-1092,A,0,1
33,31424,2646,A,1,1
29,108713,3912,A,1,1
55,28533,3387,C,0,1
69,41423,1006,B,0,1
51,58317,2130,A,0,1
78,62004,1201,A,0,0
31,69159,771,C,0,1
53,86152,3433,B,1,1
50,60123,204,A,0,0
40,28879,659,A,1,0
67,44861,344,A,0,1
62,56157,-235,B,1,1
19,91365,2220,C,1,1
58,22044,3742,A,1,0
38,74052,1723,A,1,1
19,53598,-259,C,0,1
44,66757,3260,B,1,1
74,47960,4529,B,0,1
26,33151,1031,A,0,0
18,65017,1282,B,1,1
28,63089,2773,B,1,1
20,69441,4433,A,0,1
69,49734,1220,C,1,0
79,38004,1,C,1,1
40,18824,2947,B,1,1
43,66387,3199,B,0,0
21,58478,2009,A,0,1
35,30684,1163,A,1,1
72,39229,3492,A,0,1
23,40665,2792,B,1,0
52,20340,847,A,1,1
39,33646,2074,C,1,0
60,27323,-28,A,1,1
32,41750,3029,B,1,0
39,35226,1607,B,1,1
77,17460,1346,B,1,1
54,90452,1951,C,0,1
69,75051,2060,C,1,1
59,34420,3342,A,1,1
29,55448,2887,A,1,1
64,58349,1765,A,1,1
66,73822,3146,B,1,1
59,33628,2601,A,1,1
55,71842,1360,B,1,1
35,39042,1813,A,1,0
62,23283,1778,B,0,1
52,64483,2758,B,0,1
47,75815,1449,B,1,1
41,101758,1414,B,1,1
59,26005,4953,A,1,1
47,63978,3410,A,0,0
31,41804,859,B,0,1
23,65667,2856,A,0,1
20,20590,2178,C,1,0
33,24745,2587,C,0,1
24,34483,2206,C,0,1
69,51579,3784,A,1,1
31,37178,2518,B,1,1
26,63181,1907,A,0,1
32,70538,3563,A,1,1
38,61992,2350,A,1,1
52,82376,2182,A,1,1
19,58317,2471,A,1,0
44,25662,1860,A,1,0
19,77268,2014,C,0,1
52,37897,1120,A,0,1
35,68208,873,C,1,1
31,81475,502,A,1,1
37,59134,-88,A,1,1
35,20077,680,B,0,1
27,31636,1739,B,1,1
42,76455,2155,A,0,1
19,46618,1593,A,1,1
42,51591,-1534,A,0,0
78,65176,4362,A,1,1
71,63926,3630,B,0,1
50,55576,2669,B,0,1
53,45827,4861,A,0,0
48,43747,534,C,1,1
31,67158,4831,A,0,0
18,61071,552,B,1,1
63,44854,2358,B,1,1
33,71642,89,C,1,1
71,47419,2022,A,0,0
63,32967,2579,B,1,1
78,34821,1768,A,1,1
69,30425,3071,B,1,1
20,44552,2149,A,1,0
52,74674,1216,A,1,1
58,33898,1150,C,1,1
23,53770,3216,A,1,0
42,36866,1019,C,1,0
30,44794,3373,C,0,0
70,19799,3834,B,0,1
51,45589,-503,A,0,1
25,46126,3699,A,0,0
38,60806,5091,C,1,1
51,54466,2378,A,1,1
21,26032,2899,B,0,0
42,71684,3556,B,1,1
32,54206,1587,C,0,1
21,53968,2273,B,1,1
62,49816,29,B,1,1
77,39645,2208,A,0,1
29,54356,2747,A,1,1
49,59512,2774,A,0,1
49,15062,3598,C,1,0
45,39225,838,B,1,0
30,44901,1201,B,0,1
48,55123,4843,B,1,0
31,73866,1775,B,0,1
37,34565,2300,A,0,1
35,40041,1899,A,1,0
46,39749,767,A,1,1
77,33969,4435,B,1,1
23,43056,1208,A,1,1
49,65416,309,B,1,1
46,28923,1324,B,0,1
60,58556,-1003,A,1,1
79,15962,1023,A,1,1
19,38773,548,A,1,1
77,43410,2926,A,0,1
40,83497,990,B,1,1
36,44504,3332,A,1,0
48,5975,4098,C,1,0
68,10022,3172,B,1,0
22,50681,1677,A,0,1
36,62275,2212,B,1,1
51,57509,-287,B,1,1
27,53351,1799,B,1,1
42,73245,709,A,0,1
19,39208,3041,A,1,0
79,67898,5859,A,1,0
28,17360,2750,A,0,1
67,31901,-987,B,0,1
78,13859,1458,B,1,1
48,44503,2184,C,1,1
73,49075,2131,A,0,1
32,52282,904,A,0,1
26,51238,2368,B,0,0
40,31449,136,A,0,0
36,46195,583,A,1,1
26,20051,2969,B,0,1
52,77265,477,A,0,1
38,43927,2807,B,1,1
26,40222,-54,A,0,0
45,81779,4647,B,1,0
79,25155,839,C,1,1
63,27488,1665,A,1,1
68,28076,2496,C,1,1
24,48643,1152,B,1,1
33,58633,2215,C,0,1
33,64794,2863,A,1,0
77,101440,3441,B,1,1
50,5011,3187,A,0,0
21,62175,1742,B,1,1
21,38857,1780,B,1,1
56,38272,5524,A,0,1
57,37605,3425,C,1,0
34,31825,617,A,1,1
54,83690,2150,A,1,1
56,66846,1497,B,1,1
77,50464,1797,B,1,1
69,77020,156,A,0,1
46,19749,1382,A,0,1
69,23386,4717,C,0,0
53,6441,2869,B,1,1
77,36012,-1737,A,1,1
55,53234,3825,A,1,0
56,52057,3634,C,1,0
67,52987,1461,B,1,1
54,21779,3076,C,1,0
69,66063,711,A,0,1
79,54793,1295,B,1,1
78,64661,4248,B,1,1
52,12145,1592,A,1,1
24,56230,-805,B,0,0
44,26245,1905,B,1,0
45,42054,1882,A,1,1
39,60687,3798,C,0,0
31,51822,2022,C,0,1
24,32969,1368,C,0,0
54,50125,3568,C,1,0
78,19369,2181,A,0,0
39,73005,875,A,1,1
22,45894,3732,C,1,0
79,72371,2290,A,1,1
72,39469,2004,A,1,0
19,39528,2267,B,0,0
79,34716,394,A,1,1
44,67523,1209,B,0,1
38,35811,2005,A,1,1
71,62892,1708,A,0,1
55,42351,3909,C,1,0
32,10481,2326,B,1,0
38,38594,3282,B,1,0
27,26418,2014,B,1,0
40,50678,3584,C,0,1
75,26192,2596,B,0,0
73,68520,2020,B,1,1
56,48178,1980,C,1,1
22,46448,568,A,1,0
18,63118,2760,C,0,1
30,69278,1940,A,1,0
38,49598,1247,B,1,0
43,34576,3660,A,1,1
67,14521,125,B,1,1
62,36279,1366,B,1,1
38,37656,3542,C,0,0
70,52141,2473,C,0,1
35,43097,1928,C,1,1
54,63759,2377,A,1,1
62,37740,2269,C,1,1
49,48859,-275,A,1,1
53,73680,1476,C,1,1
34,56837,4425,A,1,0
52,48799,1011,B,1,1
66,37961,1523,C,0,1
77,37335,1188,C,1,1
28,32988,1869,B,1,0
38,39180,1125,B,0,1
69,65113,2730,A,1,1
72,45562,2296,B,1,1
70,23005,3160,B,1,1
43,85363,424,A,0,1
79,56399,1489,A,0,1
21,21861,1661,A,0,1
51,41163,2683,B,0,1
69,52218,810,A,1,1
65,84092,3373,A,0,1
77,27838,3780,A,1,1
35,69521,517,B,0,1
57,77990,1264,B,0,1
52,37427,1202,B,1,1
58,44450,5949,B,1,1
46,29274,1355,A,1,1
69,45931,4516,A,1,1
46,49268,100,C,1,1
55,63193,516,A,1,0
59,71804,970,A,1,0
38,35038,731,B,0,0
59,10653,1598,A,1,1
30,49575,937,C,0,1
66,55871,771,A,1,1
58,54988,3738,B,0,1
34,43467,3836,A,1,1
73,52495,3424,A,1,1
26,80309,2786,A,0,1
58,57635,2139,C,1,0
18,42533,1254,C,0,0
19,39996,570,A,0,0
77,46603,2544,C,1,0
65,82735,240,B,1,1
46,46334,509,C,1,1
50,49604,3729,C,1,1
27,40354,4851,A,1,0
67,71980,2590,B,1,1
75,89197,3660,B,1,1
77,59012,1631,A,0,0
57,51655,-7,A,0,1
38,50736,2918,C,0,1
45,2314,2854,C,1,1
28,64903,2108,B,0,1
72,52683,1636,C,0,1
51,58567,3443,C,1,0
25,35771,521,A,0,1
76,42311,839,A,1,1
39,41780,488,A,0,1
25,70432,2127,A,0,1
66,42425,368,A,0,1
32,91653,974,B,1,1
34,58617,941,C,1,1
77,24486,1609,C,0,1
40,47429,-231,B,0,1
41,36966,2131,C,1,1
62,6112,3871,B,1,1
36,81989,2203,C,1,1
22,64063,4312,A,1,0
49,60664,4001,A,1,0
61,53308,3167,C,1,1
18,22360,2112,A,1,0
40,40328,2034,B,1,1
54,66836,3146,A,0,1
25,28976,1412,B,0,0
30,-635,-824,C,0,0
25,45458,2738,A,0,1
74,47165,303,C,0,1
40,52711,557,A,0,1
60,64570,2000,A,1,1
18,62752,1857,A,1,1
62,55175,-118,B,1,1
68,73911,2248,A,1,1
41,19621,3449,B,0,1
52,60092,307,A,1,0
41,62531,3909,A,1,1
34,25209,-340,B,0,1
22,19943,5176,A,0,0
37,35081,1383,A,0,1
38,36769,2218,A,0,1
57,65068,-838,B,0,1
75,37709,1907,B,0,1
48,32873,2343,A,0,0
63,37767,1871,A,0,1
53,72373,1155,A,1,0
28,50261,580,A,0,0
69,46415,3696,C,0,1
32,47800,2046,B,1,1
36,75841,4311,B,1,1
24,35017,1210,A,0,1
68,76310,1348,B,1,1
45,54210,3223,C,0,1
68,46792,-434,B,0,0
60,100018,180,B,0,1
75,28887,3646,B,1,1
22,42926,242,B,0,1
22,25351,-729,A,1,1
47,69049,4803,B,0,0
71,83784,-91,A,1,1
49,83398,2276,B,0,1
25,74479,2104,C,1,0
27,46048,-2216,C,1,1
55,42695,1599,A,1,1
64,16577,2673,A,0,0
49,90717,2531,A,1,1
65,59380,3355,B,1,1
45,40161,1419,C,0,1
34,76561,3069,B,1,1
48,30545,966,A,1,1
25,58132,-116,C,1,0
57,46547,53,C,0,1
42,62774,-193,A,1,0
26,48729,3514,B,0,1
19,20981,-272,B,1,1
32,51512,2411,B,1,1
67,70977,1601,C,1,1
20,49416,1846,A,0,0
66,65502,4045,B,1,1
53,29089,1342,B,0,1
79,49475,2917,C,1,0
21,37510,2056,C,1,1
31,64940,1772,C,1,1
58,50630,5450,B,0,0
58,63801,-162,C,0,1
42,71754,3934,A,0,0
75,63832,2985,A,1,1
72,55462,1281,A,0,0
79,30036,4444,C,1,1
67,49944,-772,C,1,1
27,39338,1217,A,0,0
38,43119,187,A,0,0
53,42509,2618,C,0,0
29,30401,330,B,0,0
44,10853,2650,C,1,1
57,36637,1720,A,1,1
19,53868,1281,A,1,0
71,23036,2583,A,0,0
30,50314,1597,A,1,1
70,88005,367,A,0,1
49,70461,6202,A,0,0
48,82871,1269,A,1,1
33,57823,-1326,A,1,1
49,73350,737,C,0,1
49,35521,99,A,1,0
77,37113,3239,A,1,1
51,-4783,2482,C,1,0
28,73723,2598,B,0,1
27,80806,1445,B,1,1
32,38936,1581,B,1,1
34,44921,1444,C,1,0
57,34923,1878,C,1,1
35,57653,3253,B,1,1
72,72499,2504,C,1,1
26,15145,2750,B,0,0
42,58189,2749,A,1,1
57,44467,3327,C,0,1
76,52268,2432,B,0,1
31,59180,2538,C,1,1
77,46236,3783,A,0,1
75,47928,1002,A,1,1
42,45722,716,C,1,1
67,69406,221,A,1,1
39,58375,2274,C,1,1
69,54412,-781,C,0,1
47,24581,2693,C,1,1
37,42428,1836,B,1,0
38,67973,3702,B,0,0
61,50754,992,C,0,1
49,63191,1695,B,0,0
68,85330,3683,B,1,1
63,70772,4075,C,1,1
66,51863,980,B,0,1
73,39780,2273,C,1,1
38,-1071,2442,A,0,1
52,46632,2560,A,1,1
75,43480,1606,A,1,1
49,57807,3922,A,0,1
47,46922,-835,B,1,1
72,43592,1368,A,1,1
56,14412,2672,C,1,1
66,31201,2686,A,0,1
29,59533,4029,A,0,1
58,84318,3797,A,0,1
64,48049,1572,B,1,1
35,56556,3950,A,1,1
38,69050,929,A,0,1
30,33782,3396,B,1,0
79,57336,4716,A,0,0
38,35190,3822,A,0,1
79,67296,2159,B,1,0
25,53028,1502,A,0,0
63,55969,-293,A,0,0
57,34348,2466,A,0,0
63,64141,327,A,1,1
24,91694,810,B,1,1
40,29842,214,A,1,1
61,43205,1309,C,1,1
49,54632,1958,C,1,1
28,65728,2410,A,0,1
39,38809,1099,C,1,1
39,-6661,3604,A,1,0
60,77184,1688,A,1,1
42,65210,818,A,1,1
39,15141,2339,A,1,0
45,37849,4945,B,0,0
46,81364,2503,A,1,1
30,78956,1456,C,0,0
35,68773,-291,B,1,1
19,46478,1671,A,0,0
46,51660,2352,B,0,1
38,47381,1419,C,1,0
32,72565,-498,A,0,1
69,32483,724,A,1,1
44,33884,4182,A,1,0
67,70205,4151,A,1,1
48,49113,670,B,0,1
32,77569,3009,A,0,0
68,36570,232,B,0,1
40,48904,4106,B,1,1
41,31552,2368,B,1,0
61,50147,3424,A,1,1
30,20429,-573,A,1,1
39,40247,3016,A,1,1
60,21275,1988,A,1,1
54,63878,3278,C,0,1
78,64332,3372,A,0,1
50,15395,2099,A,0,1
73,76678,1099,A,0,1
20,99948,3170,C,1,0
71,50920,1910,B,1,1
36,37178,691,B,1,1
40,106487,620,A,1,1
46,23621,-216,A,1,1
47,50402,1235,B,1,1
56,53592,3654,C,0,1
61,76903,2267,B,0,0
64,57195,1205,B,0,1
42,40027,3207,A,0,1
54,30976,751,A,1,1
64,43164,2143,C,1,1
25,29861,1731,A,0,1
59,50957,3169,C,1,1
75,38716,-366,A,1,1
33,20119,725,A,0,1
25,75103,-457,B,0,1
18,40047,1611,A,1,0
61,24637,3817,A,1,0
22,46635,1242,A,0,0
20,51367,1234,B,0,1
18,15071,3308,A,0,0
21,56633,3603,A,0,0
57,29057,1867,B,1,1
52,84221,3027,A,0,1
49,60479,385,C,0,1
59,42002,4067,A,0,0
51,35097,5223,B,1,1
60,47901,2782,A,0,0
42,62256,-1126,B,0,1
27,49490,1163,B,1,1
38,45657,2919,C,1,1
63,51167,1368,A,0,1
56,37923,3908,A,0,1
44,43136,2882,B,1,1
44,8284,940,A,1,1
19,69475,2048,A,0,0
58,55976,659,C,0,1
65,34531,1726,A,0,1
30,87975,1168,C,1,1
26,51740,3762,A,1,1
69,29277,5174,B,1,1
53,67135,-147,B,1,1
39,57961,-885,B,1,1
59,57892,1632,C,1,1
43,41485,-278,A,1,1
75,59010,2069,C,1,1
71,44765,3123,B,0,0
29,61119,4241,A,1,0
34,11901,2302,C,1,1
31,41323,1710,A,1,0
31,84443,-968,C,0,1
74,34659,2039,A,1,1
51,37923,2107,C,1,1
70,41041,2958,B,1,1
74,25704,937,A,0,1
37,5834,1347,B,1,0
28,45388,-217,A,0,0
33,52717,-1437,A,1,1
68,48950,337,A,1,1
48,47102,-355,A,0,1
72,50861,2505,A,0,0
23,70457,1223,B,1,1
73,46191,1193,A,0,0
36,38518,523,B,1,1
54,44377,-2849,A,1,1
75,61587,4262,B,0,0
21,78241,500,B,1,1
64,37437,1381,A,0,1
78,51979,-182,C,1,1
21,56767,3458,B,0,1
37,30148,2215,B,1,1
27,50408,760,A,1,1
41,20687,1412,A,1,0
71,14619,4517,C,0,0
52,57335,1891,C,0,1
43,42323,1727,A,1,1
54,54046,588,A,1,1
55,49642,-842,B,0,1
38,30472,1760,B,0,0
71,49095,2488,C,0,0
57,25338,3649,A,1,1
56,77819,-1373,A,0,1
38,22881,312,A,0,1
27,46084,1129,A,0,1
55,29155,1995,A,1,0
63,61408,1782,C,0,1
21,43371,1817,B,1,1
77,39627,2612,C,0,0
74,67064,645,A,1,1
62,50589,3401,A,1,1
37,60333,2650,A,0,0
34,30373,1520,A,0,1
72,21904,4401,C,1,0
24,52144,4335,A,1,1
21,43623,3399,A,1,1
46,62529,-2528,A,0,1
31,48402,4368,A,1,1
20,54102,3192,B,1,1
41,17532,5010,A,1,0
54,87769,3856,B,1,1
33,46715,4368,B,1,0
75,63952,3318,A,0,1
72,33278,4023,A,0,1
69,56160,4991,B,1,0
21,23943,2325,B,1,0
73,59041,-358,A,0,1
79,42881,1539,A,1,1
41,50584,2585,A,1,1
51,63959,2112,A,0,1
47,25349,130,A,0,1
35,36310,-447,A,1,1
36,59146,888,A,0,1
48,91964,3212,A,0,1
77,47238,4371,A,0,0
77,61823,3375,C,0,1
36,47861,3586,B,1,1
66,88845,1879,C,1,1
63,15056,-613,A,1,1
36,51892,1317,B,1,1
39,17489,1612,A,1,0
41,-131,1254,B,0,0
62,55949,2082,A,0,1
29,52790,2662,A,1,1
47,44303,3280,C,1,0
75,47876,1583,B,0,1
55,111966,-856,C,0,1
70,44836,1276,A,1,1
48,60202,2066,A,0,1
53,37013,3834,A,1,1
36,55905,1148,B,0,1
65,45235,2769,B,0,1
62,41790,2435,C,1,1
53,86378,2066,A,1,1
47,73544,3396,B,1,0
72,52735,1009,A,0,1
66,3916,1137,A,1,1
72,42780,1982,B,1,0
50,104061,1040,B,0,1
35,45387,2762,A,0,1
69,72064,930,A,0,1
66,78839,2339,A,1,1
76,54379,1850,A,1,1
45,33164,2322,A,0,1
76,1294,1310,A,0,1
64,63683,1491,A,0,1
28,33705,2144,C,1,0
74,53523,2303,C,0,0
77,25004,1994,A,0,0
71,44695,4558,C,1,1
62,50674,514,B,1,1
50,55372,1904,A,0,1
34,27704,-360,A,1,1
23,73938,2558,C,0,0
21,38062,327,B,1,1
37,16511,1583,C,1,1
65,47820,1442,C,1,1
64,50688,2421,A,1,1
44,53212,1171,A,0,1
32,77243,1107,A,1,1
23,45271,4154,A,0,1
64,47608,2427,A,0,0
31,27936,1158,A,1,1
77,66411,1624,A,1,1
28,53686,4468,A,1,0
56,41599,1647,A,0,1
26,11907,966,A,1,1
43,78888,973,A,0,1
33,25446,1176,A,1,1
22,38174,1108,B,0,1
74,57167,81,C,0,1
69,26069,314,A,0,1
78,20130,756,A,1,1
27,7521,2887,C,0,0
67,64420,1428,B,1,1
20,39096,1689,B,0,0
30,108545,3905,A,0,0
60,30113,3943,C,0,1
66,31571,1577,C,1,1
47,38692,1054,B,0,1
79,54863,703,A,0,0
71,40596,3039,C,1,1
62,62247,1693,B,0,1
23,30428,1420,B,1,1
34,22368,780,A,0,0
76,14036,846,B,1,0
62,5529,2480,A,0,1
68,39639,27,A,1,0
70,43980,3492,B,1,1
36,37371,1199,A,1,1
59,74868,1776,B,1,0
52,74561,-5,B,1,1
63,43304,1981,A,0,1
43,14122,1508,B,0,1
68,38666,1925,C,1,1
22,38004,4208,A,1,0
46,36857,2267,B,0,0
54,36046,808,A,1,1
37,36931,933,A,0,0
66,42269,2893,A,1,1
38,37289,3948,A,1,0
27,54166,2423,A,1,0
22,57207,3033,C,0,1
53,31787,2915,B,1,1
23,75421,4129,B,1,1
43,30399,-924,A,0,1
21,17644,3001,B,1,1
79,57616,3476,A,1,1
56,33652,-8,A,0,1
56,56426,671,A,0,1
67,1927,724,A,0,0
52,77849,907,A,1,1
18,63446,1277,B,1,1
41,19990,2364,C,1,0
74,20424,3299,A,0,0
53,83445,3622,A,1,1
23,35252,743,A,1,1
58,33316,733,C,1,0
71,4679,3974,C,0,0
63,42984,2970,B,1,0
77,45446,2124,C,1,1
61,64310,2710,A,0,1
77,22018,1955,C,1,1
74,19594,2787,A,1,1
48,59019,1496,A,0,0
37,70135,2403,B,1,0
41,18577,-266,A,0,0
42,71630,968,B,1,1
53,50751,984,A,0,0
38,71836,1438,B,0,1
47,48596,610,A,1,1
41,-446,1200,A,1,1
61,46961,-272,C,1,1
59,71203,2823,C,1,1
47,32125,1876,C,1,0
39,42241,-558,B,1,1
45,46477,748,B,1,0
24,-7990,2505,B,0,0
52,83427,1185,A,0,1
72,31972,955,A,0,0
45,60115,1888,A,1,1
31,48266,2515,C,0,0
73,75152,-155,A,0,1
27,58121,2825,C,0,0
33,45302,800,B,1,0
33,32130,1973,B,0,1
71,65957,1947,A,0,1
48,12531,1209,A,1,1
59,62918,465,C,1,1
42,28019,1571,A,0,1
30,75046,4438,A,1,1
23,53226,-43,A,0,0
61,62882,4538,A,1,1
26,51640,1610,A,0,1
62,14952,2053,B,1,0
53,32785,370,A,1,0
73,63448,843,B,1,1
60,53333,1246,A,0,1
37,73620,431,C,1,1
35,58065,1687,B,0,1
75,30666,1389,A,1,1
60,34079,4776,A,1,0
74,52058,251,A,1,1
38,3719,2154,B,1,0
21,83469,2372,B,1,1
67,58835,395,C,1,1
50,74541,3030,A,0,1
44,18388,1403,A,1,0
24,74891,-1739,A,1,1
23,94630,2990,A,1,1
32,23582,325,B,1,1
35,65428,428,A,1,1
49,50022,3032,B,1,1
73,19111,1479,B,1,1
28,59858,3377,C,0,1
37,66672,3815,A,1,0
41,37977,1033,C,1,1
32,73318,3190,C,0,1
65,16665,867,C,0,1
24,20105,5350,B,1,1
38,52732,961,C,0,1
59,50508,3539,B,1,1
43,35669,3266,A,1,0
61,66192,2474,B,1,1
73,60618,994,B,1,1
31,67163,1773,C,1,1
74,47537,-1230,B,1,1
54,62052,2337,A,0,0
75,41087,2524,B,1,1
38,91076,2200,C,1,1
35,33749,-2460,A,1,1
22,92106,102,A,1,1
20,50698,878,B,0,1
40,22490,2437,A,1,0
43,77362,2434,A,1,1
54,52518,1745,A,0,0
41,67022,2953,C,1,1
66,74477,461,A,1,1
36,56759,2915,A,1,1
68,38155,2712,B,1,1
42,69514,2566,C,0,1
38,50015,1727,C,1,1
29,63717,4746,A,0,1
74,6925,2740,C,1,1
78,58940,547,A,1,1
58,37228,2372,B,1,0
50,83066,3129,B,1,0
67,62462,1118,A,0,0
70,54797,3634,B,1,1
21,59726,2573,A,1,1
59,30031,-1514,C,1,1
74,82465,2450,A,0,1
24,89827,1391,B,1,1
39,57858,2806,A,1,1
72,81808,3416,A,1,1
50,38617,2293,C,1,1
34,34058,4498,B,0,1
41,50818,1732,C,1,1
78,58699,2937,A,1,1
78,42120,3207,A,0,1
51,60755,1854,B,1,1
45,56128,3168,A,1,0
75,30034,1108,A,0,1
60,60376,1366,B,0,1
58,67271,31,A,0,1
56,53429,2362,A,0,1
39,73053,2488,A,0,1
66,25652,3769,B,0,0
34,59359,3187,B,0,0
51,26594,1573,A,1,1
23,27718,233,B,1,1
63,37381,2649,A,0,1
23,31159,3666,C,1,0
51,39040,3133,C,1,1
18,45717,3627,B,1,0
27,66743,1682,A,1,1
38,43577,1300,B,1,1
22,18287,895,B,0,0
19,72801,1916,C,0,1
39,33258,1882,C,1,0
65,48826,2310,C,1,1
74,58931,1806,A,1,1
19,53992,1800,C,0,1
27,71884,835,B,1,1
51,59580,3412,C,1,1
33,32774,2115,A,1,0
65,93571,1738,A,0,1
68,53887,879,A,1,1
78,47053,2,A,1,0
56,69279,3962,A,1,0
39,54989,2832,C,1,1
29,57985,-436,A,0,1
41,99844,3145,A,1,1
64,44498,3384,A,0,0
57,43645,2187,A,1,0
55,52332,4397,C,0,1
77,71430,2325,A,1,1
76,19869,-125,A,1,1
27,10689,2548,C,1,1
52,38258,2367,C,1,1
68,17322,1095,A,1,1
66,41503,2860,B,1,1
49,60050,-501,B,0,1
24,32185,3486,B,0,0
38,21463,683,A,1,1
37,51387,523,C,0,1
43,67251,1829,A,1,1
21,16101,2649,A,0,0
63,66405,2246,A,1,1
69,66346,886,A,1,1
39,69082,1241,C,1,1
32,74370,300,B,0,1
73,94040,1663,A,0,1
57,42878,3613,A,0,0
38,52191,1994,A,0,1
32,41671,3289,C,1,1
39,50040,4183,B,1,0
69,80657,1118,B,0,1
45,23100,1720,B,1,1
31,32779,5257,B,1,0
44,77544,4167,B,0,0
78,70401,-509,A,1,1
58,42737,2581,C,0,0
57,67088,2001,B,1,1
